id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
300,35,management,married,tertiary,no,90925,yes,no,unknown,15,may,345,1,723,0,unknown,0
301,30,entrepreneur,married,tertiary,no,65143,yes,yes,cellular,4,feb,101,1,294,0,unknown,0
302,33,blue-collar,married,secondary,no,36303,yes,no,telephone,12,jul,271,3,278,0,unknown,0
303,45,blue-collar,married,secondary,no,50811,yes,no,cellular,7,jul,189,2,197,0,failure,0
304,30,entrepreneur,married,tertiary,no,-2929,no,yes,unknown,16,may,658,2,710,0,unknown,0
305,35,blue-collar,married,primary,no,17426,no,no,cellular,27,may,189,1,582,0,unknown,0
306,37,management,divorced,tertiary,no,75621,yes,no,unknown,20,jun,184,1,633,0,unknown,0
307,34,technician,single,secondary,no,65629,yes,no,cellular,27,may,345,2,291,0,unknown,0
308,31,technician,single,secondary,no,12371,yes,no,unknown,16,may,121,1,232,0,unknown,0
309,31,blue-collar,married,secondary,no,94722,yes,no,cellular,27,may,1045,1,624,0,unknown,0
310,31,housemaid,married,secondary,no,98185,yes,no,unknown,15,may,152,2,42,0,unknown,0
311,33,management,married,tertiary,no,3640,no,no,cellular,8,aug,158,2,862,0,unknown,0
312,31,services,single,secondary,no,11088,no,no,cellular,3,apr,14,1,256,0,other,0
313,31,entrepreneur,divorced,tertiary,no,27534,yes,no,cellular,21,nov,14,1,409,0,unknown,0
314,51,admin.,married,secondary,no,38911,no,no,unknown,20,jun,117,3,280,0,unknown,0
315,35,management,married,secondary,no,63159,yes,no,cellular,2,jun,184,1,20,0,unknown,0
316,60,retired,married,primary,no,84553,no,no,telephone,12,aug,158,2,496,0,unknown,0
317,35,self-employed,married,tertiary,no,82539,yes,no,cellular,11,nov,658,1,83,0,failure,0
318,36,blue-collar,married,primary,no,13541,yes,no,unknown,16,may,152,3,504,0,unknown,0
319,34,technician,single,secondary,no,21402,yes,no,unknown,16,may,153,2,864,0,unknown,0
320,32,admin.,single,secondary,no,71480,yes,no,cellular,27,may,345,1,517,0,unknown,0
321,30,services,single,tertiary,no,83443,no,no,unknown,17,jun,117,1,484,0,unknown,0
322,35,management,married,tertiary,no,83653,yes,no,cellular,7,nov,351,1,671,0,failure,0
323,35,technician,married,secondary,no,71624,yes,no,cellular,27,may,121,1,225,0,unknown,0
324,34,management,married,secondary,no,71775,yes,no,cellular,27,may,345,2,546,0,unknown,0
325,31,blue-collar,single,secondary,no,19545,yes,yes,cellular,7,jul,271,1,15,0,unknown,0
326,42,unemployed,married,tertiary,no,17874,yes,no,cellular,9,feb,104,1,92,0,unknown,1
327,32,blue-collar,married,secondary,no,58451,yes,no,unknown,30,may,345,1,584,0,unknown,0
328,51,housemaid,married,primary,no,41261,no,no,cellular,14,jul,158,1,837,0,unknown,0
329,33,blue-collar,married,secondary,no,98380,yes,no,cellular,17,may,14,2,267,0,unknown,0
330,31,blue-collar,married,secondary,no,47384,yes,no,cellular,27,may,345,1,787,0,unknown,0
331,57,unemployed,married,secondary,no,23830,no,no,unknown,30,may,67,1,761,0,unknown,0
332,57,retired,divorced,secondary,no,41491,no,no,cellular,21,aug,177,3,814,0,unknown,0
333,29,blue-collar,single,secondary,no,75102,yes,no,cellular,30,feb,101,2,779,0,failure,0
334,31,services,divorced,secondary,no,40135,yes,no,cellular,12,nov,351,1,636,0,failure,0
335,31,services,married,secondary,no,75754,yes,yes,cellular,28,jul,152,2,643,1,failure,0
336,31,self-employed,divorced,secondary,no,102058,yes,no,telephone,6,jul,248,3,344,0,other,0
337,30,management,married,tertiary,no,-2560,no,no,cellular,9,aug,158,2,728,0,unknown,1
338,35,blue-collar,married,secondary,no,29901,yes,no,telephone,3,apr,132,1,712,2,failure,0
339,36,management,single,tertiary,no,71871,no,no,telephone,17,jul,271,2,278,0,unknown,0
340,29,unemployed,married,secondary,no,36298,yes,no,cellular,30,may,101,1,405,2,failure,0
341,45,housemaid,married,primary,no,65450,no,no,cellular,17,apr,101,3,490,2,failure,1
342,30,management,married,tertiary,no,76769,yes,no,telephone,11,jul,177,1,34,0,unknown,0
343,30,technician,married,tertiary,no,74457,yes,yes,cellular,17,nov,121,4,670,0,unknown,0
344,34,management,single,tertiary,no,87878,yes,no,cellular,30,may,126,1,699,0,unknown,1
345,33,management,divorced,tertiary,no,47925,no,no,cellular,8,jan,177,2,656,1,failure,0
346,31,blue-collar,married,secondary,no,417,yes,no,cellular,18,nov,121,3,68,0,unknown,0
347,35,technician,married,secondary,no,4969,yes,no,cellular,27,may,345,2,554,0,unknown,0
348,35,technician,divorced,secondary,no,88593,no,no,cellular,8,jul,69,4,350,0,unknown,0
349,58,retired,married,secondary,no,11036,no,no,cellular,18,aug,158,1,531,0,unknown,0
350,30,management,single,tertiary,no,16308,yes,no,unknown,23,may,121,2,117,0,unknown,0
351,51,blue-collar,married,secondary,no,84856,yes,no,unknown,26,may,245,3,587,0,unknown,0
352,32,services,single,secondary,no,-1549,yes,no,telephone,11,feb,101,1,822,0,failure,0
353,34,technician,married,secondary,no,69914,yes,no,cellular,27,may,1045,2,572,0,unknown,0
354,31,blue-collar,single,secondary,no,62713,yes,no,cellular,28,jul,271,4,403,0,unknown,0
355,36,housemaid,married,primary,no,54757,no,no,telephone,3,aug,158,3,30,0,unknown,0
356,34,technician,married,secondary,no,95760,yes,no,unknown,26,may,658,2,104,0,unknown,0
357,35,management,married,tertiary,no,20340,yes,no,telephone,12,may,755,1,814,0,other,0
358,32,blue-collar,married,primary,no,31789,yes,no,cellular,7,jul,271,1,379,0,unknown,0
359,30,admin.,married,secondary,no,5592,yes,yes,cellular,7,jul,271,1,528,0,unknown,0
360,30,services,single,secondary,no,67605,yes,no,cellular,27,may,121,2,494,0,unknown,1
361,30,services,single,secondary,no,53937,yes,no,unknown,15,may,345,2,397,0,unknown,0
362,35,technician,married,secondary,no,45281,no,no,cellular,30,jun,826,2,164,0,failure,0
363,33,management,single,tertiary,no,83055,yes,no,unknown,8,may,345,1,268,0,unknown,0
364,57,retired,divorced,secondary,no,41391,no,no,cellular,18,aug,158,4,675,0,unknown,0
365,30,admin.,single,secondary,no,51643,yes,no,unknown,16,may,152,1,662,0,unknown,0
366,32,admin.,married,secondary,no,8459,no,no,cellular,7,jul,271,4,700,0,unknown,0
367,31,blue-collar,single,secondary,no,25648,no,no,cellular,14,jun,177,2,304,0,unknown,1
368,32,blue-collar,single,secondary,no,44539,yes,no,unknown,16,may,152,4,596,0,unknown,0
369,37,admin.,single,secondary,no,32046,yes,yes,cellular,8,apr,158,1,317,0,unknown,0
370,33,blue-collar,married,secondary,no,76968,no,no,cellular,30,feb,104,1,138,1,success,1
371,31,technician,married,secondary,no,72429,yes,no,unknown,26,may,345,1,405,0,unknown,0
372,30,management,single,tertiary,no,-6756,no,no,cellular,4,aug,158,1,573,0,unknown,0
373,30,entrepreneur,married,tertiary,no,13849,no,no,cellular,4,aug,158,2,424,0,unknown,0
374,34,services,married,secondary,no,101818,yes,no,cellular,27,may,345,1,28,0,unknown,0
375,30,management,single,tertiary,no,101090,no,no,cellular,18,aug,158,1,846,0,unknown,0
376,36,management,married,tertiary,no,-2457,no,yes,unknown,2,jun,67,1,449,0,unknown,0
377,31,blue-collar,married,secondary,no,18317,yes,no,cellular,13,may,345,2,246,0,unknown,0
378,34,management,single,secondary,no,46501,yes,no,unknown,16,may,345,1,505,0,unknown,0
379,30,services,married,secondary,no,35688,yes,no,unknown,16,may,152,1,341,0,unknown,0
380,42,blue-collar,married,secondary,no,-266,no,no,cellular,28,jan,101,2,352,0,failure,0
381,60,technician,married,secondary,no,41746,yes,no,unknown,26,may,345,1,25,0,unknown,0
382,41,services,married,unknown,no,20370,yes,no,unknown,16,may,658,1,394,0,unknown,0
383,30,blue-collar,married,primary,no,62078,yes,no,unknown,26,may,59,2,374,0,unknown,0
384,34,management,married,secondary,no,77153,yes,no,cellular,27,may,345,2,43,0,unknown,0
385,35,blue-collar,single,secondary,no,4993,no,no,cellular,28,nov,101,4,268,1,other,0
386,57,admin.,married,secondary,no,-2212,no,no,cellular,11,aug,158,2,11,0,unknown,0
387,32,admin.,married,secondary,no,66604,no,yes,unknown,20,may,152,3,474,0,unknown,0
388,30,management,married,tertiary,no,80052,yes,no,cellular,27,may,345,3,105,0,unknown,0
389,37,blue-collar,married,primary,no,84402,no,no,cellular,14,jul,158,1,686,0,unknown,1
390,30,entrepreneur,single,tertiary,no,68567,no,no,cellular,21,may,152,1,391,0,unknown,0
391,34,self-employed,married,secondary,no,85428,yes,no,unknown,16,may,245,1,179,0,unknown,0
392,31,blue-collar,married,primary,no,59332,yes,yes,cellular,12,may,121,4,791,0,other,0
393,31,blue-collar,married,primary,no,65634,yes,no,cellular,4,apr,72,2,358,0,unknown,0
394,33,management,married,tertiary,no,34245,no,no,cellular,30,may,152,1,279,0,unknown,0
395,33,management,married,tertiary,no,42947,yes,no,unknown,30,may,152,2,737,0,unknown,0
396,48,unemployed,married,primary,no,72001,no,no,cellular,30,apr,826,1,131,0,failure,0
397,30,management,married,tertiary,no,88211,no,no,telephone,5,jul,158,1,31,0,unknown,0
398,35,technician,married,secondary,no,95285,yes,no,cellular,15,may,345,1,777,0,unknown,0
399,35,services,single,secondary,no,77217,yes,no,cellular,20,apr,658,2,610,1,failure,0
400,32,management,married,secondary,no,18275,no,no,cellular,3,apr,101,1,674,0,other,0
401,31,admin.,married,secondary,no,87035,no,no,unknown,20,jun,140,3,802,0,unknown,1
402,47,blue-collar,married,secondary,no,49381,no,no,unknown,2,jun,134,1,547,0,unknown,0
403,35,blue-collar,married,secondary,no,47555,yes,no,unknown,15,may,345,1,444,0,unknown,0
404,59,self-employed,married,secondary,no,41381,no,no,unknown,20,jun,177,1,166,0,unknown,0
405,33,management,married,secondary,no,21845,yes,no,cellular,27,may,345,1,815,0,unknown,0
406,28,blue-collar,single,secondary,no,10285,yes,yes,cellular,7,jul,271,2,719,0,unknown,0
407,36,management,married,tertiary,no,83522,no,no,cellular,18,aug,48,1,226,0,unknown,0
408,30,technician,married,secondary,no,58412,yes,no,cellular,4,apr,72,4,416,0,failure,0
409,57,blue-collar,single,secondary,no,51266,no,no,cellular,18,aug,158,2,61,0,unknown,0
410,29,unemployed,single,tertiary,no,96546,no,no,cellular,17,apr,101,1,215,0,unknown,1
411,32,services,married,secondary,no,78776,yes,yes,cellular,12,may,87,1,250,1,failure,0
412,30,admin.,single,secondary,no,81127,no,no,cellular,21,nov,158,1,56,0,unknown,0
413,34,blue-collar,married,secondary,no,42922,yes,no,unknown,2,jun,134,2,462,0,unknown,0
414,36,management,married,tertiary,no,16828,no,no,cellular,26,aug,158,2,563,0,unknown,0
415,49,blue-collar,married,secondary,no,-6476,yes,no,cellular,27,may,345,2,566,0,unknown,0
416,32,blue-collar,married,primary,no,46442,yes,no,cellular,17,apr,126,1,577,0,unknown,0
417,31,blue-collar,married,secondary,no,25203,yes,no,cellular,27,may,345,1,738,0,unknown,0
418,30,self-employed,married,tertiary,no,29504,no,no,unknown,26,may,152,2,673,0,unknown,0
419,34,technician,married,secondary,no,53519,yes,no,cellular,27,may,345,1,491,0,unknown,0
420,33,management,married,tertiary,no,18141,no,no,unknown,18,jun,67,1,350,0,unknown,0
421,35,technician,single,secondary,no,77417,yes,no,unknown,2,jun,87,1,824,0,unknown,0
422,34,blue-collar,single,secondary,no,29015,yes,no,unknown,15,may,152,1,235,0,unknown,0
423,46,unemployed,married,secondary,no,53694,yes,no,cellular,7,jul,43,1,164,0,unknown,0
424,33,management,married,secondary,no,92757,yes,no,cellular,27,may,345,1,691,0,unknown,0
425,34,blue-collar,married,primary,no,84923,no,no,cellular,22,aug,158,2,300,0,unknown,0
426,36,management,single,tertiary,no,-5895,no,no,cellular,14,aug,158,2,369,0,unknown,0
427,32,entrepreneur,single,secondary,no,28917,yes,yes,cellular,7,jul,101,4,298,0,failure,0
428,34,management,married,secondary,no,92409,yes,no,cellular,27,may,345,2,864,0,unknown,0
429,31,blue-collar,divorced,secondary,no,17701,yes,no,telephone,19,nov,1220,2,744,0,failure,0
430,53,unemployed,married,secondary,no,61692,no,no,cellular,6,nov,101,2,350,0,failure,0
431,39,admin.,married,secondary,no,93994,yes,no,unknown,2,jun,87,1,591,0,unknown,0
432,40,management,married,secondary,no,33104,yes,no,cellular,27,may,755,2,855,0,unknown,0
433,37,management,married,secondary,no,91541,yes,yes,cellular,28,may,101,2,688,0,failure,0
434,33,management,divorced,primary,no,66193,no,no,cellular,20,apr,177,4,632,0,other,0
435,31,technician,single,secondary,no,38866,yes,no,cellular,21,nov,14,3,68,0,unknown,0
436,31,blue-collar,married,primary,no,12193,no,no,telephone,14,jul,158,1,770,0,unknown,1
437,31,services,married,secondary,no,56119,yes,yes,cellular,3,apr,101,2,116,1,failure,0
438,59,retired,married,secondary,no,34143,no,no,cellular,14,jul,158,3,360,0,unknown,0
439,49,housemaid,married,primary,no,33593,no,no,cellular,17,jun,177,2,461,0,unknown,0
440,29,unemployed,single,tertiary,no,66684,no,no,cellular,26,feb,158,1,57,0,unknown,0
441,35,services,married,secondary,no,35543,yes,no,unknown,30,may,658,3,245,0,unknown,0
442,30,admin.,married,secondary,no,43055,yes,no,cellular,8,may,345,1,129,0,unknown,0
443,37,admin.,married,secondary,no,97232,no,no,unknown,23,may,345,2,478,0,unknown,0
444,33,technician,married,secondary,no,79115,yes,no,cellular,27,may,345,1,663,0,unknown,0
445,34,technician,married,secondary,no,27838,yes,no,cellular,27,may,345,1,231,0,unknown,0
446,33,blue-collar,married,primary,no,11260,no,no,cellular,18,apr,158,2,721,0,unknown,1
447,32,technician,married,secondary,no,-6100,no,yes,unknown,2,jun,1074,3,346,0,unknown,0
448,30,unemployed,single,tertiary,no,14518,no,no,cellular,26,nov,158,3,359,0,unknown,1
449,35,blue-collar,married,secondary,no,26139,yes,no,cellular,27,may,345,1,755,0,unknown,0
450,34,management,married,secondary,no,24483,yes,no,cellular,27,may,345,1,182,0,unknown,0
451,60,retired,divorced,primary,no,9968,no,no,cellular,5,jul,826,1,668,0,unknown,0
452,27,management,married,secondary,no,43170,yes,no,cellular,27,may,345,1,533,0,unknown,0
453,60,retired,married,tertiary,no,32977,no,no,cellular,30,jul,158,1,658,0,unknown,1
454,36,services,married,secondary,no,4836,no,no,unknown,20,may,67,2,743,0,unknown,0
455,35,entrepreneur,married,tertiary,no,24614,yes,no,cellular,12,nov,351,1,334,0,failure,0
456,37,blue-collar,married,secondary,no,89091,yes,no,telephone,3,apr,104,1,411,0,unknown,1
457,34,blue-collar,single,secondary,no,97257,yes,no,unknown,3,jun,177,1,422,0,unknown,0
458,31,services,single,secondary,no,16707,yes,no,cellular,27,may,121,4,531,0,unknown,0
459,48,management,married,unknown,no,-1449,no,no,telephone,12,jul,101,1,150,0,unknown,0
460,29,unemployed,married,secondary,no,5505,no,yes,cellular,18,nov,158,3,216,0,unknown,0
461,36,admin.,divorced,secondary,no,8505,yes,no,telephone,28,nov,121,4,158,0,unknown,0
462,30,self-employed,married,secondary,no,60127,yes,no,cellular,4,aug,87,1,8,0,unknown,0
463,36,services,single,secondary,no,2362,no,no,cellular,27,may,345,1,553,0,unknown,0
464,30,services,married,tertiary,no,69642,no,no,telephone,28,jul,158,1,516,0,unknown,0
465,35,technician,married,secondary,no,40474,yes,no,cellular,27,may,345,1,540,0,unknown,0
466,37,blue-collar,married,secondary,no,94750,yes,no,cellular,27,may,345,1,212,0,unknown,0
467,35,services,married,secondary,no,8281,yes,no,unknown,2,jun,1074,3,566,0,unknown,1
468,34,services,married,secondary,no,80087,yes,no,unknown,16,may,121,1,207,0,unknown,0
469,53,technician,married,secondary,no,-4654,yes,no,cellular,30,may,132,1,22,3,other,0
470,31,management,divorced,tertiary,no,79979,no,no,cellular,18,aug,158,1,503,0,unknown,0
471,33,management,married,secondary,no,4413,no,yes,unknown,8,may,345,1,401,0,unknown,0
472,30,technician,married,tertiary,no,24649,no,yes,cellular,17,jul,271,1,631,0,unknown,0
473,63,retired,single,secondary,no,97329,no,no,cellular,13,feb,101,1,71,0,other,0
474,57,management,married,tertiary,no,73577,no,no,cellular,18,aug,158,2,592,0,unknown,0
475,31,blue-collar,divorced,secondary,no,73710,yes,no,unknown,15,may,152,2,340,0,unknown,0
476,34,admin.,married,secondary,no,24201,yes,no,cellular,27,may,345,2,33,0,unknown,0
477,30,services,married,secondary,no,71760,no,yes,cellular,18,nov,158,1,785,0,unknown,0
478,31,technician,married,secondary,no,96457,yes,no,cellular,3,apr,72,2,143,0,unknown,0
479,34,services,married,secondary,no,94755,yes,no,unknown,23,may,340,1,21,0,unknown,0
480,49,management,married,tertiary,no,32982,yes,no,cellular,28,feb,82,3,157,0,other,0
481,36,blue-collar,married,primary,no,26601,no,no,cellular,18,aug,121,3,310,0,unknown,0
482,35,management,divorced,primary,no,52268,no,no,unknown,2,jun,117,1,164,0,unknown,1
483,30,admin.,married,secondary,no,78564,yes,no,telephone,4,nov,101,1,493,0,unknown,0
484,44,unemployed,married,primary,no,91580,no,no,cellular,21,nov,101,2,102,0,unknown,0
485,31,technician,single,secondary,no,40985,yes,no,cellular,13,aug,48,4,670,0,unknown,0
486,31,management,divorced,tertiary,no,17295,no,no,cellular,18,nov,87,3,353,0,unknown,0
487,40,housemaid,married,primary,no,30516,no,no,unknown,12,jun,177,1,450,0,unknown,0
488,59,retired,married,primary,no,1709,no,no,cellular,30,jun,177,1,196,0,unknown,0
489,31,admin.,single,secondary,no,55841,yes,yes,unknown,15,may,152,4,405,0,unknown,0
490,42,retired,married,secondary,no,63661,yes,no,cellular,3,feb,101,3,232,1,other,0
491,29,services,married,secondary,no,92079,no,no,telephone,6,jul,158,2,480,0,unknown,0
492,34,management,divorced,tertiary,no,28454,yes,no,cellular,27,may,345,2,93,0,unknown,0
493,30,unemployed,married,secondary,no,21419,yes,yes,cellular,4,apr,658,2,769,0,failure,0
494,29,management,married,tertiary,no,75755,no,no,cellular,30,apr,158,1,386,0,unknown,0
495,36,blue-collar,married,secondary,no,87740,no,no,cellular,14,aug,158,4,30,0,unknown,0
496,30,student,single,secondary,no,12841,yes,no,unknown,2,jun,134,1,731,0,unknown,0
497,49,housemaid,divorced,secondary,no,40495,no,no,unknown,3,jun,177,3,500,0,unknown,0
498,35,management,married,tertiary,no,32146,no,no,cellular,11,jul,101,1,565,0,success,0
499,36,admin.,married,secondary,no,11248,no,no,unknown,2,jun,1133,3,188,0,unknown,0
500,31,admin.,married,secondary,no,970,no,no,cellular,26,feb,101,1,311,0,unknown,0
501,46,unemployed,married,secondary,no,33330,no,no,cellular,21,nov,158,3,504,0,unknown,0
502,31,admin.,married,secondary,no,84126,yes,no,cellular,30,may,101,3,265,1,success,1
503,35,blue-collar,married,secondary,no,88509,yes,no,cellular,30,apr,177,3,760,0,unknown,1
504,32,management,single,secondary,no,25788,yes,no,cellular,21,nov,121,1,574,0,unknown,0
505,34,services,single,unknown,no,85934,yes,no,unknown,15,may,152,1,336,0,unknown,0
506,34,services,single,secondary,no,52157,yes,no,unknown,16,may,658,1,464,0,unknown,0
507,43,services,divorced,secondary,no,62057,yes,no,cellular,27,may,121,1,566,0,unknown,0
508,34,management,married,unknown,no,74331,no,no,cellular,8,jan,87,2,326,0,unknown,0
509,31,management,divorced,tertiary,no,19965,no,no,cellular,18,nov,87,2,824,0,unknown,0
510,28,blue-collar,married,primary,no,47518,yes,no,cellular,7,jul,271,2,32,0,unknown,0
511,31,management,divorced,primary,no,-4157,yes,no,cellular,7,jul,69,2,718,0,unknown,0
512,48,unemployed,married,secondary,no,48627,no,no,telephone,12,apr,101,1,776,0,failure,0
